hebrew,transliteration,root,pos,gender,verb_group,pattern,number,other_descriptors,translation,pos_raw,entry_url,page
לִגְרוֹר,ligror,ג - ר - ר,Verb,,pa'al,,,,"to drag, to haul, to tow",Verb – pa'al,https://www.pealim.com/dict/384-ligror/,97
גְּרִירָה,grira,ג - ר - ר,Noun,feminine,,ktila,,,"towing (vehicle); dragging, hauling","Noun – ktila pattern, feminine",https://www.pealim.com/dict/9263-grira/,98
לְגָרֵשׁ,legaresh,ג - ר - שׁ,Verb,,pi'el,,,,"to expel, to banish",Verb – pi'el,https://www.pealim.com/dict/386-legaresh/,98
לְהִתְגָּרֵשׁ,lehitgaresh,ג - ר - שׁ,Verb,,hitpa'el,,,,to divorce (מן),Verb – hitpa'el,https://www.pealim.com/dict/387-lehitgaresh/,98
גֵּירוּשִׁים,gerushim,ג - ר - שׁ,Noun,masculine,,kittul,,,divorce,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/7959-gerushim/,98
גָּרוּשׁ,garush,ג - ר - שׁ,Adjective,,,katul,,,divorced,Adjective – katul pattern,https://www.pealim.com/dict/5769-garush/,98
גֶּרֶשׁ,geresh,ג - ר - שׁ,Noun,masculine,,ketel,,,"apostrophe, geresh (orthography)","Noun – ketel pattern, masculine",https://www.pealim.com/dict/3815-geresh/,98
מִגְרָשׁ,migrash,ג - ר - שׁ,Noun,masculine,,miktal,,,"field, pitch (sports)","Noun – miktal pattern, masculine",https://www.pealim.com/dict/3171-migrash/,98
לְהִתְגַּשֵּׁם,lehitgashem,ג - שׁ - ם,Verb,,hitpa'el,,,,"to come true, to materialise",Verb – hitpa'el,https://www.pealim.com/dict/389-lehitgashem/,98
גֶּשֶׁם,geshem,ג - שׁ - ם,Noun,masculine,,ketel,,,rain,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/6090-geshem/,98
הִתְגַּשְּׁמוּת,hitgashmut,ג - שׁ - ם,Noun,feminine,,hitkattlut,,,"realization, coming true","Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/3009-hitgashmut/,98
הַגְשָׁמָה,hagshama,ג - שׁ - ם,Noun,feminine,,haktala,,,"realization, fulfillment, implementation","Noun – haktala pattern, feminine",https://www.pealim.com/dict/7586-hagshama/,98
לְהַגְשִׁים,lehagshim,ג - שׁ - ם,Verb,,hif'il,,,,"to implement, to fulfil",Verb – hif'il,https://www.pealim.com/dict/388-lehagshim/,98
גָּשׁוּם,gashum,ג - שׁ - ם,Adjective,,,katul,,,rainy,Adjective – katul pattern,https://www.pealim.com/dict/5976-gashum/,98
גֶּשֶׁר,gesher,ג - שׁ - ר,Noun,masculine,,ketel,,,bridge,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/3108-gesher/,98
לְגַשֵּׁר,legasher,ג - שׁ - ר,Verb,,pi'el,,,,"to bridge, to connect (בין)",Verb – pi'el,https://www.pealim.com/dict/390-legasher/,98
לִגְשׁוֹר,ligshor,ג - שׁ - ר,Verb,,pa'al,,,,to build a bridge (archaic),Verb – pa'al,https://www.pealim.com/dict/2740-ligshor/,99
לְהִתְגּוֹשֵׁשׁ,lehitgoshesh,ג - שׁ - שׁ,Verb,,hitpa'el,,,,to wrestle,Verb – hitpa'el,https://www.pealim.com/dict/392-lehitgoshesh/,99
גִּישּׁוּשׁ,gishush,ג - שׁ - שׁ,Noun,masculine,,kittul,,,"probing, scanning","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6966-gishush/,99
לְגַשֵּׁשׁ,legashesh,ג - שׁ - שׁ,Verb,,pi'el,,,,"to scout, to grope one's way",Verb – pi'el,https://www.pealim.com/dict/391-legashesh/,99
גַּשָּׁשׁ,gashash,ג - שׁ - שׁ,Noun,masculine,,kattal,,,"scout, explorer","Noun – kattal pattern, masculine",https://www.pealim.com/dict/6964-gashash/,99
גָּשׁוֹשׁ,gashosh,ג - שׁ - שׁ,Noun,masculine,,katol,,,probe,"Noun – katol pattern, masculine",https://www.pealim.com/dict/6965-gashosh/,99
לִדְאוֹב,lid'ov,ד - א - ב,Verb,,pa'al,,,,"to lament, to grieve",Verb – pa'al,https://www.pealim.com/dict/393-lidov/,99
לְהַדְאִיב,lehad'iv,ד - א - ב,Verb,,hif'il,,,,"to upset, to sadden (lit.)",Verb – hif'il,https://www.pealim.com/dict/8699-lehadiv/,99
לִדְאוֹג,lid'og,ד - א - ג,Verb,,pa'al,,,,"to worry, to fret (ל-)",Verb – pa'al,https://www.pealim.com/dict/394-lidog/,99
דְּאָגָה,de'aga,ד - א - ג,Noun,feminine,,ktala,,,"concern, worry","Noun – ktala pattern, feminine",https://www.pealim.com/dict/2847-deaga/,99
מוּדְאָג,mud'ag,ד - א - ג,Adjective,,,muktal,,,"worried, concerned, anxious",Adjective – muktal pattern,https://www.pealim.com/dict/7873-mudag/,99
לְהַדְאִיג,lehad'ig,ד - א - ג,Verb,,hif'il,,,,"to worry, to concern",Verb – hif'il,https://www.pealim.com/dict/395-lehadig/,99
דְּאָז,de'az,-,Adverb,,,,,,"of that period, of that time",Adverb,https://www.pealim.com/dict/7172-deaz/,99
לִדְאוֹת,lid'ot,ד - א - ה,Verb,,pa'al,,,,to glide (in air),Verb – pa'al,https://www.pealim.com/dict/2563-lidot/,99
דָּאוֹן,da'on,ד - א - ה,Noun,masculine,,katon,,,glider (aviation),"Noun – katon pattern, masculine",https://www.pealim.com/dict/3779-daon/,99
דּוֹאַר,do'ar,ד - א - ר,Noun,masculine,,kotel,,,"post, postal service, mail","Noun – kotel pattern, masculine",https://www.pealim.com/dict/5727-doar/,100
לְדוֹבֵב,ledovev,ד - ב - ב,Verb,,pi'el,,,,"to draw out, to cause to speak",Verb – pi'el,https://www.pealim.com/dict/396-ledovev/,100
דִּיבָּה,diba,ד - ב - ב,Noun,feminine,,kitla,,,"slander, defamation, libel","Noun – kitla pattern, feminine",https://www.pealim.com/dict/8110-diba/,100
דּוֹב,dov,ד - ב - ב,Noun,masculine,,kotel,,,bear (animal🐻),"Noun – kotel pattern, masculine",https://www.pealim.com/dict/2690-dov/,100
דִּיבּוּב,dibuv,ד - ב - ב,Noun,masculine,,kittul,,,"dubbing (cinema, television)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7477-dibuv/,100
דּוּבּוֹן,dubon,ד - ב - ב,Noun,masculine,,,,,"teddy bear; windproof, waterproof jacket (military)",Noun – masculine,https://www.pealim.com/dict/8543-dubon/,100
לְדַבֵּב,ledabev,ד - ב - ב,Verb,,pi'el,,,,"to dub, to translate (a film)",Verb – pi'el,https://www.pealim.com/dict/2741-ledabev/,100
לִדְבּוֹב,lidbov,ד - ב - ב,Verb,,pa'al,,,,"to mutter, to mumble (lit.)",Verb – pa'al,https://www.pealim.com/dict/2742-lidbov/,100
דְּבוֹרַאי,dvoray,-,Noun,masculine,,,,,beekeeper,Noun – masculine,https://www.pealim.com/dict/7251-dvoray/,100
דְּבוֹרָה,dvora,-,Noun,feminine,,,,,🐝 bee,Noun – feminine,https://www.pealim.com/dict/6774-dvora/,100
לְדַבְלֵל,ledavlel,ד - ב - ל - ל,Verb,,pi'el,,,,"to ruffle, to dishevel",Verb – pi'el,https://www.pealim.com/dict/5630-ledavlel/,100
לִדְבּוֹק,lidbok,ד - ב - ק,Verb,,pa'al,,,,"to stick, to adhere",Verb – pa'al,https://www.pealim.com/dict/397-lidbok/,100
לְהִידָּבֵק,lehidavek,ד - ב - ק,Verb,,nif'al,,,,to stick; to get infected,Verb – nif'al,https://www.pealim.com/dict/398-lehidavek/,100
מַדְבֵּקָה,madbeka,ד - ב - ק,Noun,feminine,,maktela,,,sticker,"Noun – maktela pattern, feminine",https://www.pealim.com/dict/3556-madbeka/,100
דְּבִיקוּת,dvikut,ד - ב - ק,Noun,feminine,,,,,"stickiness, adhesiveness",Noun – feminine,https://www.pealim.com/dict/6385-dvikut/,100
מִידַּבֵּק,midabek,ד - ב - ק,Adjective,,,mitkattel,,,"contagious; sticky, adhesive",Adjective – mitkattel pattern,https://www.pealim.com/dict/5305-midabek/,101
דֶּבֶק,devek,ד - ב - ק,Noun,masculine,,ketel,,,glue,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/3109-devek/,101
דִּיבּוּק,dibuk,ד - ב - ק,Noun,masculine,,kittul,,,"dybbuk, spirit (Jewish folklore)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/8006-dibuk/,101
לְהַדְבִּיק,lehadbik,ד - ב - ק,Verb,,hif'il,,,,"to glue, to stick",Verb – hif'il,https://www.pealim.com/dict/2605-lehadbik/,101
דָּבִיק,davik,ד - ב - ק,Adjective,,,katil,,,"sticky, adhesive",Adjective – katil pattern,https://www.pealim.com/dict/6384-davik/,101
הִידָּבְקוּת,hidavkut,ד - ב - ק,Noun,feminine,,hikkatlut,,,contagion; adherence,"Noun – hikkatlut pattern, feminine",https://www.pealim.com/dict/6681-hidavkut/,101
דִּיבֵּר,diber,ד - ב - ר,Noun,masculine,,kittel,,,commandment,"Noun – kittel pattern, masculine",https://www.pealim.com/dict/8032-diber/,101
מִדְבָּר,midbar,ד - ב - ר,Noun,masculine,,miktal,,,desert,"Noun – miktal pattern, masculine",https://www.pealim.com/dict/5299-midbar/,101
לְהִידָּבֵר,lehidaver,ד - ב - ר,Verb,,nif'al,,,,"to agree, to come to an agreement",Verb – nif'al,https://www.pealim.com/dict/2499-lehidaver/,101
דָּבָר,davar,ד - ב - ר,Noun,masculine,,katal,,,"thing, object; (in plural) words","Noun – katal pattern, masculine",https://www.pealim.com/dict/6063-davar/,101
לְהִידַּבֵּר,lehidaber,ד - ב - ר,Verb,,hitpa'el,,,,"to discuss, to participate in a discussion",Verb – hitpa'el,https://www.pealim.com/dict/2500-lehidaber/,101
דְּבִיר,dvir,ד - ב - ר,Noun,masculine,,ktil,,,"inner sanctum, Holy of the Holies","Noun – ktil pattern, masculine",https://www.pealim.com/dict/4277-dvir/,101
דֶּבֶר,dever,ד - ב - ר,Noun,masculine,,ketel,,,plague,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/8310-dever/,101
דִּיבּוּר,dibur,ד - ב - ר,Noun,masculine,,kittul,,,"speech, talk; speaking, talking","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6000-dibur/,101
לְדַבֵּר,ledaber,ד - ב - ר,Verb,,pi'el,,,,"to speak, to talk",Verb – pi'el,https://www.pealim.com/dict/2-ledaber/,101
לְהַדְבִּיר,lehadbir,ד - ב - ר,Verb,,hif'il,,,,"to vanquish, to exterminate",Verb – hif'il,https://www.pealim.com/dict/399-lehadbir/,102
הִידָּבְרוּת,hidavrut,ד - ב - ר,Noun,feminine,,hikkatlut,,,"agreement, arrangement; interaction, conversation","Noun – hikkatlut pattern, feminine",https://www.pealim.com/dict/4966-hidavrut/,102
דּוֹבֵר,dover,ד - ב - ר,Noun,masculine,,kotel,,,"speaking, speaker (in idioms — e. g. of a language); spokesman","Noun – kotel pattern, masculine",https://www.pealim.com/dict/6178-dover/,102
דּוֹבֶרֶת,doveret,ד - ב - ר,Noun,feminine,,,,,"speaking, speaker (in idioms — e. g. of a language); spokeswoman",Noun – feminine,https://www.pealim.com/dict/6179-doveret/,102
מְדַבֵּר,medaber,ד - ב - ר,Noun,masculine,,mekattel,,,"speaking, speaker; first person (grammar)","Noun – mekattel pattern, masculine",https://www.pealim.com/dict/6180-medaber/,102
הַדְבָּרָה,hadbara,ד - ב - ר,Noun,feminine,,haktala,,,pest control,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/6418-hadbara/,102
מַדְבִּיר,madbir,ד - ב - ר,Noun,masculine,,maktil,,,"exterminator (of pests); pesticide, insecticide","Noun – maktil pattern, masculine",https://www.pealim.com/dict/6419-madbir/,102
דְּבַשׁ,dvash,ד - ב - שׁ,Noun,masculine,,ktal,,,"honey; syrup, condensed juice (Biblical)","Noun – ktal pattern, masculine",https://www.pealim.com/dict/3054-dvash/,102
לְדַגְדֵּג,ledagdeg,ד - ג - ד - ג,Verb,,pi'el,,,,to tickle,Verb – pi'el,https://www.pealim.com/dict/400-ledagdeg/,102
לִדְגּוֹל,lidgol,ד - ג - ל,Verb,,pa'al,,,,"to profess, to support (ב-)",Verb – pa'al,https://www.pealim.com/dict/401-lidgol/,102
דֶּגֶל,degel,ד - ג - ל,Noun,masculine,,ketel,,,"flag, banner","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6103-degel/,102
דָּגוּל,dagul,ד - ג - ל,Adjective,,,katul,,,"distinguished, outstanding, preeminent",Adjective – katul pattern,https://www.pealim.com/dict/8185-dagul/,102
דֶּגֶם,degem,ד - ג - ם,Noun,masculine,,ketel,,,"specimen, example, model","Noun – ketel pattern, masculine",https://www.pealim.com/dict/5134-degem/,102
לִדְגּוֹם,lidgom,ד - ג - ם,Verb,,pa'al,,,,to sample (statistics),Verb – pa'al,https://www.pealim.com/dict/7362-lidgom/,102
מְדוּגָּם,medugam,ד - ג - ם,Adjective,,,mekuttal,,,"elegant, state-of-the-art, in an excellent shape",Adjective – mekuttal pattern,https://www.pealim.com/dict/7761-medugam/,102
לְהַדְגִּים,lehadgim,ד - ג - ם,Verb,,hif'il,,,,"to demonstrate, to illustrate",Verb – hif'il,https://www.pealim.com/dict/402-lehadgim/,103
דּוּגְמָה,dugma,ד - ג - ם,Noun,feminine,,kutla,,,example,"Noun – kutla pattern, feminine",https://www.pealim.com/dict/5135-dugma/,103
דּוּגְמָן,dugman,ד - ג - ם,Noun,masculine,,,,,"model (fashion, male)",Noun – masculine,https://www.pealim.com/dict/6277-dugman/,103
דּוּגְמָנִית,dugmanit,ד - ג - ם,Noun,feminine,,,,,"model (fashion, female)",Noun – feminine,https://www.pealim.com/dict/6278-dugmanit/,103
דּוּגְמָנוּת,dugmanut,ד - ג - ם,Noun,feminine,,,,,modelling (fashion),Noun – feminine,https://www.pealim.com/dict/6279-dugmanut/,103
הַדְגָּמָה,hadgama,ד - ג - ם,Noun,feminine,,haktala,,,demonstration,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/6448-hadgama/,103
דְּגִימָה,dgima,ד - ג - ם,Noun,feminine,,ktila,,,"sample, specimen; sampling","Noun – ktila pattern, feminine",https://www.pealim.com/dict/6758-dgima/,103
דָּגָן,dagan,ד - ג - ן,Noun,masculine,,katal,,,🌾 cereal,"Noun – katal pattern, masculine",https://www.pealim.com/dict/7156-dagan/,103
לִדְגּוֹר,lidgor,ד - ג - ר,Verb,,pa'al,,,,"to incubate, to hatch (על)",Verb – pa'al,https://www.pealim.com/dict/403-lidgor/,103
דָּגֵשׁ,dagesh,ד - ג - שׁ,Noun,masculine,,katel,,,"emphasis, stress, accent; dagesh (diacritic dot within a Hebrew letter)","Noun – katel pattern, masculine",https://www.pealim.com/dict/8531-dagesh/,103
לְהַדְגִּישׁ,lehadgish,ד - ג - שׁ,Verb,,hif'il,,,,"to emphasise, to stress",Verb – hif'il,https://www.pealim.com/dict/404-lehadgish/,103
לְדַדּוֹת,ledadot,ד - ד - ה,Verb,,pi'el,,,,"to hobble, to limp, to stumble",Verb – pi'el,https://www.pealim.com/dict/8676-ledadot/,103
לִדְהוֹת,lidhot,ד - ה - ה,Verb,,pa'al,,,,"to fade, to lose colour",Verb – pa'al,https://www.pealim.com/dict/405-lidhot/,103
דָּהוּי,dahuy,ד - ה - ה,Adjective,,,katul,,,"faded, dull",Adjective – katul pattern,https://www.pealim.com/dict/8228-dahuy/,103
לְהַדְהוֹת,lehadhot,ד - ה - ה,Verb,,hif'il,,,,"to decolorise, to cause to fade",Verb – hif'il,https://www.pealim.com/dict/7270-lehadhot/,103
דְּהַייְנוּ,dehaynu,-,Adverb,,,,,,"that is, namely, in other words (formal)",Adverb,https://www.pealim.com/dict/6937-dehaynu/,104
לְהִידָּהֵם,lehidahem,ד - ה - ם,Verb,,nif'al,,,,"to be amazed, astounded",Verb – nif'al,https://www.pealim.com/dict/406-lehidahem/,104
תַּדְהֵמָה,tadhema,ד - ה - ם,Noun,feminine,,taktela,,,"amazement, astonishment, shock","Noun – taktela pattern, feminine",https://www.pealim.com/dict/7615-tadhema/,104
לְהַדְהִים,lehadhim,ד - ה - ם,Verb,,hif'il,,,,"to amaze, to astonish",Verb – hif'il,https://www.pealim.com/dict/407-lehadhim/,104
מַדְהִים,madhim,ד - ה - ם,Adjective,,,maktil,,,"amazing, incredible",Adjective – maktil pattern,https://www.pealim.com/dict/6241-madhim/,104
לִדְהוֹר,lidhor,ד - ה - ר,Verb,,pa'al,,,,"to gallop, to buck",Verb – pa'al,https://www.pealim.com/dict/408-lidhor/,104
דּוּבְדְּבָן,duvdevan,-,Noun,masculine,,,,,🍒 cherry,Noun – masculine,https://www.pealim.com/dict/6174-duvdevan/,104
לָדוּג,ladug,ד - ו - ג,Verb,,pa'al,,,,to fish,Verb – pa'al,https://www.pealim.com/dict/409-ladug/,104
דָּג,dag,ד - ו - ג,Noun,masculine,,kal,,,fish,"Noun – kal pattern, masculine",https://www.pealim.com/dict/4787-dag/,104
דּוּגְרִי,dugri,-,Adverb,,,,,,"frankly, straightforwardly, ""talking turkey"" (arabic) (slang)",Adverb,https://www.pealim.com/dict/7987-dugri/,104
דּוֹד,dod,-,Noun,masculine,,,,,uncle; (poetic) lover,Noun – masculine,https://www.pealim.com/dict/3746-dod/,104
דּוּדּ,dud,ד - ו - ד,Noun,masculine,,ketel,,,"water tank, vat; boiler","Noun – ketel pattern, masculine",https://www.pealim.com/dict/5211-dud/,104
דּוּדָא,duda,-,Noun,,,,,,mandrake (plant),Noun,https://www.pealim.com/dict/7955-duda/,104
דּוֹדָה,doda,-,Noun,feminine,,,,,aunt,Noun – feminine,https://www.pealim.com/dict/5895-doda/,104
דַּווְקָא,davka,-,Adverb,,,,,,"exactly, precisely; in fact, actually",Adverb,https://www.pealim.com/dict/4641-davka/,104
לְדַווֵּחַ,ledaveach,ד - ו - ח,Verb,,pi'el,,,,to report,Verb – pi'el,https://www.pealim.com/dict/410-ledaveach/,105
מֵדִיחַ,mediach,ד - ו - ח,Noun,masculine,,maktil,,,dishwasher,"Noun – maktil pattern, masculine",https://www.pealim.com/dict/5821-mediach/,105
לְהָדִיחַ,lehadiach,ד - ו - ח,Verb,,hif'il,,,,"to rinse, to wash",Verb – hif'il,https://www.pealim.com/dict/4229-lehadiach/,105
הֲדָחָה,hadacha,ד - ו - ח,Noun,feminine,,haktala,,,"rinsing, washing","Noun – haktala pattern, feminine",https://www.pealim.com/dict/4230-hadacha/,105
דִּיוּוּחַ,divuach,ד - ו - ח,Noun,masculine,,kittul,,,report,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/7607-divuach/,105
דָּווֶה,dave,ד - ו - ה,Adjective,,,katel,,,"anguished, aching (lit.)",Adjective – katel pattern,https://www.pealim.com/dict/5678-dave/,105
לִדְווֹת,lidvot,ד - ו - ה,Verb,,pa'al,,,,"to ache, to be anguished (lit.)",Verb – pa'al,https://www.pealim.com/dict/5677-lidvot/,105
דּוּכָן,duchan,-,Noun,masculine,,,,,"platform, podium",Noun – masculine,https://www.pealim.com/dict/4858-duchan/,105
דּוֹלְפִין,dolfin,-,Noun,masculine,,,,,dolphin,Noun – masculine,https://www.pealim.com/dict/6400-dolfin/,105
דּוֹלָר,dolar,-,Noun,masculine,,,,,💵 dollar,Noun – masculine,https://www.pealim.com/dict/8819-dolar/,105
דּוּמְדְּמָנִית,dumdemanit,-,Noun,feminine,,,,,red currant,Noun – feminine,https://www.pealim.com/dict/9094-dumdemanit/,105
לָדוּן,ladun,ד - ו - ן,Verb,,pa'al,,,,to discuss; to sentence,Verb – pa'al,https://www.pealim.com/dict/417-ladun/,105
לְהִידּוֹן,lehidon,ד - ו - ן,Verb,,nif'al,,,,"to be discussed, talked over",Verb – nif'al,https://www.pealim.com/dict/412-lehidon/,105
דַּווָּר,davar,ד - ו - ר,Noun,masculine,,kattal,,,postman,"Noun – kattal pattern, masculine",https://www.pealim.com/dict/6083-davar/,105
דּוֹר,dor,ד - ו - ר,Noun,masculine,,,,,generation (a stage genealogical succession),Noun – masculine,https://www.pealim.com/dict/4339-dor/,105
דִּירָה,dira,ד - ו - ר,Noun,feminine,,ktila,,,"flat, apartment","Noun – ktila pattern, feminine",https://www.pealim.com/dict/4587-dira/,106
מְדוּרָה,medura,ד - ו - ר,Noun,feminine,,mekula,,,"bonfire, campfire","Noun – mekula pattern, feminine",https://www.pealim.com/dict/7454-medura/,106
לָדוּר,ladur,ד - ו - ר,Verb,,pa'al,,,,"to live in, to inhabit",Verb – pa'al,https://www.pealim.com/dict/413-ladur/,106
לָדוּשׁ,ladush,ד - ו - שׁ,Verb,,pa'al,,,,"to pedal, to treadle",Verb – pa'al,https://www.pealim.com/dict/414-ladush/,106
דִּיוּוּשׁ,divush,ד - ו - שׁ,Noun,masculine,,kittul,,,pedalling,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/5568-divush/,106
